transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_8_1,40,167.0,11.0,2023-10-04,213.84,False
T_8_2,69,113.0,4.0,2024-09-07,373.53,False
T_8_3,93,19.0,15.0,2024-11-13,145.36,False
T_8_4,44,106.0,3.0,2023-11-14,480.0,True
T_8_5,52,152.0,10.0,2023-12-06,212.7,False
T_8_6,66,187.0,16.0,2024-02-24,393.11,True
T_8_7,68,88.0,10.0,2023-08-04,36.0,True
T_8_8,38,126.0,5.0,2023-10-01,220.45,True
T_8_9,27,180.0,5.0,2024-11-28,,True
T_8_10,93,112.0,20.0,2024-12-15,119.56,False
T_8_11,124,157.0,17.0,2024-09-06,226.55,True
T_8_12,142,53.0,13.0,2024-08-07,391.91,True
T_8_13,133,198.0,9.0,2024-03-13,356.8,False
T_8_14,53,94.0,1.0,2023-08-27,422.62,True
T_8_15,30,1.0,13.0,2024-04-02,179.37,False
T_8_16,92,98.0,8.0,2023-11-30,55.12,True
T_8_17,72,110.0,1.0,2023-06-04,101.78,False
T_8_18,119,43.0,17.0,2024-09-03,336.38,True
T_8_19,148,55.0,11.0,2024-10-03,12.93,False
T_8_20,38,97.0,20.0,2024-04-11,299.8,False
T_8_21,124,187.0,6.0,2024-10-25,404.98,False
T_8_22,119,119.0,3.0,2025-01-23,349.97,False
T_8_23,144,68.0,6.0,2023-05-16,286.68,True
T_8_24,51,125.0,15.0,2024-01-14,457.65,True
T_8_25,128,73.0,16.0,2024-05-03,133.43,True
T_8_26,40,180.0,10.0,2025-04-20,125.17,False
T_8_27,46,196.0,6.0,2023-05-20,331.54,True
T_8_28,89,14.0,2.0,2024-02-24,263.44,False
T_8_29,4,128.0,12.0,2023-08-24,238.56,True
T_8_30,124,1.0,11.0,2023-07-04,76.03,True
T_8_31,64,173.0,3.0,2024-11-09,232.85,False
T_8_32,33,63.0,9.0,2024-08-05,184.77,False
T_8_33,112,70.0,16.0,2024-05-22,185.26,True
T_8_34,43,93.0,5.0,2024-09-27,144.62,True
T_8_35,129,118.0,12.0,2025-02-10,,False
T_8_36,113,175.0,20.0,2024-11-10,267.22,True
T_8_37,75,197.0,7.0,2023-08-31,404.13,True
T_8_38,2,147.0,1.0,2024-09-09,407.66,True
T_8_39,143,75.0,10.0,2023-07-21,161.09,False
T_8_40,44,16.0,19.0,2023-08-02,469.43,False
T_8_41,60,156.0,5.0,2024-02-08,372.45,False
T_8_42,53,163.0,15.0,2024-11-02,180.91,False
T_8_43,134,120.0,8.0,2025-04-19,171.56,True
T_8_44,103,190.0,6.0,2024-05-06,22.25,False
T_8_45,130,127.0,5.0,2024-01-24,45.17,True
T_8_46,89,62.0,16.0,2024-01-25,332.4,True
T_8_47,62,75.0,8.0,2025-04-26,42.77,False
T_8_48,17,116.0,9.0,2024-10-12,17.81,False
T_8_49,1,128.0,12.0,2024-08-11,334.32,False
T_8_50,100,142.0,8.0,2024-11-23,279.88,False
T_8_51,38,31.0,3.0,2025-02-01,317.03,False
T_8_52,114,59.0,15.0,2024-06-05,284.96,False
T_8_53,147,138.0,4.0,2025-01-05,431.28,True
T_8_54,114,176.0,19.0,2024-11-08,38.53,True
T_8_55,10,172.0,7.0,2024-10-01,155.54,True
T_8_56,31,92.0,13.0,2024-01-19,,False
T_8_57,107,115.0,14.0,2024-06-16,,True
