transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_7_1,107,166.0,10.0,2024-05-09,250.62,False
T_7_2,45,12.0,20.0,2025-01-28,449.02,True
T_7_3,91,168.0,1.0,2023-12-17,274.0,False
T_7_4,88,83.0,7.0,2024-05-31,189.1,True
T_7_5,19,140.0,9.0,2024-07-03,463.06,True
T_7_6,70,151.0,3.0,2023-12-29,344.7,False
T_7_7,37,131.0,20.0,2024-02-01,338.26,False
T_7_8,120,198.0,11.0,2023-11-22,275.43,False
T_7_9,59,24.0,8.0,2023-12-02,362.29,True
T_7_10,9,114.0,14.0,2024-04-17,139.86,True
T_7_11,9,32.0,20.0,2023-06-25,55.58,False
T_7_12,71,177.0,6.0,2023-06-25,,True
T_7_13,82,86.0,11.0,2024-04-07,296.17,True
T_7_14,102,14.0,20.0,2025-05-04,54.66,True
T_7_15,27,103.0,10.0,2024-09-09,173.82,False
T_7_16,89,51.0,9.0,2024-12-23,460.32,False
T_7_17,72,77.0,15.0,2024-09-14,288.55,False
T_7_18,53,165.0,8.0,2023-10-06,108.97,True
T_7_19,132,15.0,4.0,2024-06-20,160.15,False
T_7_20,75,98.0,9.0,2023-07-21,190.9,False
T_7_21,19,143.0,14.0,2023-09-30,285.66,False
T_7_22,91,134.0,18.0,2025-01-20,455.44,False
T_7_23,18,75.0,2.0,2024-05-30,171.52,True
T_7_24,145,154.0,11.0,2024-01-15,405.71,True
T_7_25,127,167.0,10.0,2023-08-05,75.04,True
T_7_26,93,186.0,16.0,2024-03-14,98.37,False
T_7_27,28,30.0,2.0,2024-12-11,31.74,True
T_7_28,101,120.0,20.0,2024-10-02,313.83,True
T_7_29,63,35.0,14.0,2024-01-04,360.61,False
T_7_30,135,4.0,4.0,2023-09-24,236.77,False
T_7_31,36,148.0,9.0,2023-05-21,164.53,True
T_7_32,44,66.0,14.0,2023-08-21,220.49,False
T_7_33,90,90.0,13.0,2025-02-21,334.89,False
T_7_34,144,39.0,3.0,2025-01-06,78.94,True
T_7_35,133,3.0,18.0,2024-12-13,390.06,False
T_7_36,13,153.0,6.0,2024-10-10,375.05,False
T_7_37,34,158.0,11.0,2023-08-02,134.77,True
T_7_38,106,104.0,19.0,2024-11-11,116.68,False
T_7_39,135,70.0,20.0,2024-10-18,443.6,False
T_7_40,22,97.0,4.0,2024-08-09,462.52,False
T_7_41,26,65.0,14.0,2024-09-28,245.64,True
T_7_42,24,163.0,1.0,2025-03-08,496.31,True
T_7_43,18,116.0,10.0,2024-10-06,311.87,True
T_7_44,38,57.0,20.0,2023-06-17,134.87,True
T_7_45,46,32.0,15.0,2024-10-01,98.06,True
T_7_46,85,54.0,11.0,2025-05-07,84.41,True
T_7_47,113,72.0,7.0,2023-12-30,417.94,True
T_7_48,139,170.0,12.0,2023-11-23,206.79,False
T_7_49,53,38.0,19.0,2024-11-20,253.83,False
T_7_50,24,2.0,19.0,2023-09-20,430.36,False
T_7_51,19,14.0,20.0,2025-03-01,302.81,False
