transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_2_1,40,41.0,6.0,2024-05-15,470.95,True
T_2_2,50,69.0,3.0,2023-06-24,440.47,False
T_2_3,131,91.0,14.0,2024-03-29,225.87,True
T_2_4,135,132.0,7.0,2023-05-21,470.69,False
T_2_5,136,158.0,20.0,2024-12-01,467.13,True
T_2_6,63,84.0,1.0,2024-09-01,215.26,False
T_2_7,105,20.0,9.0,2024-01-03,40.6,True
T_2_8,48,112.0,2.0,2025-02-18,74.83,False
T_2_9,47,122.0,20.0,2024-05-19,348.4,True
T_2_10,118,120.0,12.0,2024-05-28,490.9,True
T_2_11,68,64.0,10.0,2025-04-17,341.45,False
T_2_12,83,83.0,18.0,2025-04-10,428.12,False
T_2_13,3,121.0,17.0,2024-12-31,267.67,False
T_2_14,35,118.0,3.0,2025-02-06,63.62,True
T_2_15,105,189.0,3.0,2024-09-26,143.9,True
T_2_16,139,84.0,19.0,2023-08-04,286.07,True
T_2_17,17,14.0,9.0,2025-05-07,162.33,False
T_2_18,72,17.0,5.0,2023-06-21,62.98,True
T_2_19,36,59.0,10.0,2023-12-15,496.11,False
T_2_20,71,20.0,18.0,2023-08-08,342.03,True
T_2_21,138,185.0,17.0,2024-03-11,247.46,True
T_2_22,32,76.0,12.0,2024-08-05,267.95,True
T_2_23,145,40.0,10.0,2024-07-09,465.77,True
T_2_24,84,146.0,7.0,2023-06-30,,False
T_2_25,129,91.0,20.0,2024-10-16,230.71,True
T_2_26,45,,14.0,2023-05-31,254.17,True
T_2_27,131,124.0,17.0,2024-08-04,257.56,True
T_2_28,36,64.0,18.0,2023-12-25,33.94,True
T_2_29,63,1.0,2.0,2024-09-27,54.87,False
T_2_30,76,128.0,2.0,2025-04-13,201.23,False
T_2_31,70,6.0,17.0,2024-05-01,484.08,True
T_2_32,52,196.0,1.0,2024-01-03,135.77,True
T_2_33,89,180.0,11.0,2024-10-05,13.54,True
T_2_34,13,190.0,6.0,2024-04-14,200.41,True
T_2_35,112,29.0,8.0,2025-02-06,223.5,False
T_2_36,117,55.0,5.0,2024-11-12,259.25,False
T_2_37,80,118.0,2.0,2024-04-20,181.68,False
T_2_38,116,151.0,13.0,2024-10-28,221.8,False
T_2_39,77,119.0,10.0,2024-11-10,247.2,False
T_2_40,6,62.0,4.0,2023-12-13,,True
T_2_41,37,65.0,15.0,2024-01-26,75.7,True
T_2_42,76,8.0,15.0,2023-08-17,131.25,False
T_2_43,15,16.0,14.0,2024-10-05,72.42,False
T_2_44,150,168.0,15.0,2023-11-01,395.9,True
T_2_45,111,64.0,19.0,2025-03-22,238.25,True
T_2_46,16,110.0,19.0,2024-03-04,457.1,True
T_2_47,146,81.0,18.0,2024-08-22,161.26,False
T_2_48,114,143.0,1.0,2023-07-25,350.58,True
T_2_49,77,59.0,12.0,2025-03-13,499.61,True
T_2_50,135,133.0,10.0,2023-11-04,475.42,True
T_2_51,29,49.0,18.0,2024-06-06,301.61,True
T_2_52,36,196.0,8.0,2023-12-18,232.08,True
T_2_53,142,11.0,17.0,2023-09-09,26.56,True
T_2_54,92,33.0,15.0,2023-08-17,165.32,False
T_2_55,115,4.0,10.0,2023-09-17,229.74,True
T_2_56,144,56.0,18.0,2023-11-03,303.45,False
T_2_57,128,166.0,14.0,2025-03-30,355.23,False
T_2_58,115,191.0,11.0,2023-06-22,360.94,True
T_2_59,72,153.0,10.0,2025-02-26,453.37,False
T_2_60,79,49.0,5.0,2024-10-29,88.83,False
T_2_61,26,155.0,1.0,2024-08-29,309.4,True
T_2_62,110,149.0,20.0,2024-02-10,238.75,False
T_2_63,103,132.0,15.0,2024-03-19,391.68,True
T_2_64,137,11.0,9.0,2024-10-22,16.18,True
T_2_65,88,72.0,9.0,2024-09-12,392.33,False
T_2_66,113,16.0,20.0,2023-07-19,393.28,False
T_2_67,26,34.0,16.0,2023-11-16,389.37,False
T_2_68,52,93.0,2.0,2024-04-24,,True
T_2_69,83,53.0,14.0,2024-01-23,258.39,True
T_2_70,106,112.0,14.0,2023-08-21,197.88,False
T_2_71,116,193.0,17.0,2023-11-24,240.0,False
T_2_72,54,17.0,9.0,2023-08-26,363.6,False
T_2_73,8,47.0,14.0,2023-10-25,385.89,True
T_2_74,64,171.0,10.0,2023-12-28,491.41,False
T_2_75,60,2.0,11.0,2025-03-24,80.33,False
T_2_76,134,193.0,17.0,2023-11-11,334.02,False
T_2_77,44,147.0,3.0,2024-05-25,115.38,True
T_2_78,47,3.0,18.0,2023-07-28,44.68,False
T_2_79,71,152.0,18.0,2025-03-24,81.67,False
T_2_80,71,107.0,11.0,2024-01-22,394.17,False
T_2_81,89,99.0,20.0,2023-05-17,478.39,False
T_2_82,129,35.0,16.0,2024-11-29,162.32,True
T_2_83,11,107.0,18.0,2024-03-24,149.86,False
T_2_84,101,34.0,19.0,2023-06-18,102.01,True
T_2_85,33,141.0,18.0,2023-08-13,160.37,True
T_2_86,138,65.0,20.0,2024-09-21,313.07,False
T_2_87,23,192.0,18.0,2024-11-02,479.68,False
T_2_88,150,78.0,12.0,2023-12-03,114.39,False
T_2_89,37,162.0,20.0,2025-03-18,293.94,True
T_2_90,135,26.0,,2024-12-05,213.08,False
T_2_91,64,39.0,4.0,2023-10-27,82.33,False
T_2_92,14,36.0,19.0,2024-11-23,296.12,True
T_2_93,102,178.0,9.0,2024-08-21,393.24,True
T_2_94,65,70.0,15.0,2024-10-01,109.32,True
T_2_95,143,136.0,1.0,2024-05-06,402.19,True
T_2_96,126,92.0,15.0,2023-12-09,366.33,True
T_2_97,34,57.0,14.0,2025-03-06,489.06,True
T_2_98,59,60.0,12.0,2024-10-23,341.32,True
T_2_99,1,101.0,17.0,2025-05-03,60.21,True
T_2_100,99,122.0,17.0,2023-10-13,273.79,True
T_2_101,129,195.0,10.0,2023-08-22,494.13,False
T_2_102,58,32.0,16.0,2024-08-30,,False
T_2_103,114,86.0,5.0,2024-11-09,397.94,False
T_2_104,87,68.0,16.0,2025-02-04,246.24,False
T_2_105,127,99.0,11.0,2024-04-06,106.13,False
T_2_106,72,46.0,16.0,2024-05-17,195.39,False
T_2_107,105,58.0,1.0,2024-01-19,207.09,True
T_2_108,118,148.0,18.0,2024-07-02,435.01,False
T_2_109,126,147.0,13.0,2023-09-06,277.6,False
T_2_110,39,52.0,14.0,2023-08-15,268.45,True
T_2_111,53,111.0,12.0,2023-07-20,331.64,True
T_2_112,74,160.0,,2024-11-23,91.41,True
T_2_113,116,148.0,12.0,2024-04-12,298.91,True
T_2_114,51,144.0,1.0,2024-03-11,387.29,False
T_2_115,78,133.0,14.0,2024-03-26,112.76,False
T_2_116,36,109.0,8.0,2024-06-18,94.09,False
T_2_117,99,48.0,11.0,2024-01-13,176.11,True
T_2_118,36,187.0,16.0,2023-12-15,444.87,True
T_2_119,71,44.0,10.0,2023-07-05,386.93,True
T_2_120,91,106.0,11.0,2024-12-18,448.26,True
T_2_121,61,19.0,13.0,2024-07-09,292.35,True
