transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_6_1,58,157.0,13.0,2023-11-20,153.56,False
T_6_2,26,27.0,2.0,2023-05-14,48.17,False
T_6_3,94,56.0,11.0,2023-12-31,101.86,True
T_6_4,81,76.0,5.0,2023-09-20,175.46,True
T_6_5,23,135.0,,2025-01-30,326.31,True
T_6_6,121,85.0,4.0,2025-05-05,401.42,False
T_6_7,6,5.0,6.0,2023-08-01,47.79,True
T_6_8,123,167.0,1.0,2024-03-06,64.45,False
T_6_9,116,105.0,10.0,2023-09-11,36.44,False
T_6_10,57,69.0,13.0,2025-04-24,450.1,False
T_6_11,76,88.0,18.0,2023-07-30,137.97,False
T_6_12,81,89.0,9.0,2024-07-09,475.0,False
T_6_13,74,146.0,2.0,2024-09-03,434.99,True
T_6_14,126,127.0,9.0,2023-09-09,428.26,True
T_6_15,54,84.0,19.0,2025-01-01,482.55,False
T_6_16,61,139.0,16.0,2023-06-03,456.65,True
T_6_17,54,17.0,19.0,2024-06-30,239.83,True
T_6_18,58,128.0,4.0,2023-12-02,,True
T_6_19,6,24.0,13.0,2023-10-04,491.28,True
T_6_20,34,91.0,12.0,2025-01-11,210.78,False
T_6_21,131,178.0,1.0,2023-07-18,189.57,False
T_6_22,96,11.0,5.0,2023-11-27,38.65,False
T_6_23,136,190.0,12.0,2025-03-15,239.84,True
T_6_24,145,192.0,12.0,2024-09-09,393.3,False
T_6_25,98,77.0,15.0,2025-01-07,,False
T_6_26,82,72.0,9.0,2024-10-21,75.77,False
T_6_27,21,142.0,17.0,2024-07-11,159.06,True
T_6_28,17,178.0,7.0,2024-03-14,143.48,True
T_6_29,100,41.0,11.0,2024-08-25,69.66,True
T_6_30,73,138.0,18.0,2025-02-12,227.64,True
T_6_31,109,168.0,18.0,2023-05-31,346.92,False
T_6_32,75,140.0,6.0,2025-04-16,122.32,True
T_6_33,24,62.0,15.0,2024-01-11,221.59,False
T_6_34,112,70.0,15.0,2023-07-11,250.81,True
T_6_35,125,105.0,16.0,2024-01-24,232.41,False
T_6_36,130,28.0,2.0,2024-08-22,215.09,False
T_6_37,93,134.0,1.0,2025-04-06,66.88,False
T_6_38,14,43.0,9.0,2024-05-16,474.3,False
T_6_39,88,87.0,17.0,2024-06-06,371.73,True
T_6_40,92,126.0,7.0,2024-06-08,445.84,True
T_6_41,136,193.0,17.0,2024-02-09,17.92,False
T_6_42,32,160.0,11.0,2024-05-13,134.15,False
T_6_43,32,22.0,7.0,2023-12-06,253.74,False
T_6_44,37,46.0,8.0,2024-07-16,318.86,True
T_6_45,80,34.0,11.0,2025-03-14,433.22,True
T_6_46,97,69.0,13.0,2024-12-27,10.5,False
T_6_47,69,57.0,11.0,2023-12-10,381.64,False
T_6_48,18,100.0,18.0,2023-11-23,470.75,False
T_6_49,93,174.0,4.0,2023-07-17,248.77,True
T_6_50,139,107.0,2.0,2023-11-23,234.86,False
T_6_51,64,109.0,5.0,2024-10-28,175.7,False
T_6_52,30,47.0,5.0,2023-06-26,371.12,True
T_6_53,90,82.0,4.0,2023-08-28,33.74,False
T_6_54,142,195.0,3.0,2024-10-18,11.01,True
T_6_55,94,80.0,15.0,2024-12-12,444.87,False
T_6_56,42,153.0,11.0,2024-11-29,133.03,False
T_6_57,90,100.0,8.0,2024-03-07,316.69,True
T_6_58,31,33.0,4.0,2024-07-05,396.42,False
T_6_59,53,38.0,18.0,2023-12-18,491.14,False
T_6_60,114,7.0,16.0,2023-06-11,36.93,False
T_6_61,88,83.0,16.0,2024-12-24,63.21,True
T_6_62,77,54.0,8.0,2024-04-20,250.94,True
T_6_63,31,111.0,7.0,2024-11-04,171.43,False
T_6_64,78,53.0,19.0,2023-12-16,318.64,True
T_6_65,94,15.0,19.0,2024-06-07,391.93,False
T_6_66,88,53.0,15.0,2024-12-18,107.63,True
T_6_67,15,83.0,1.0,2023-09-29,293.02,True
T_6_68,132,181.0,17.0,2024-05-26,179.06,True
T_6_69,105,47.0,,2024-03-01,224.92,True
T_6_70,71,69.0,9.0,2023-10-02,56.48,True
T_6_71,46,175.0,14.0,2023-11-24,419.53,False
T_6_72,22,34.0,1.0,2024-02-04,106.47,True
T_6_73,95,102.0,12.0,2025-05-08,347.5,False
T_6_74,98,99.0,20.0,2024-08-07,225.35,True
T_6_75,64,116.0,17.0,2025-03-11,35.73,False
T_6_76,89,123.0,11.0,2023-05-23,307.72,True
T_6_77,116,121.0,7.0,2024-05-11,461.84,True
T_6_78,137,97.0,18.0,2025-04-15,431.48,True
T_6_79,101,61.0,20.0,2023-12-17,,True
T_6_80,68,52.0,20.0,2024-11-04,495.68,True
T_6_81,44,115.0,15.0,2025-01-15,,False
T_6_82,1,7.0,11.0,2024-06-29,404.76,True
T_6_83,104,65.0,4.0,2024-09-12,290.26,True
T_6_84,16,151.0,4.0,2023-07-25,426.92,False
T_6_85,47,68.0,20.0,2024-12-04,137.77,False
T_6_86,121,17.0,14.0,2024-07-05,179.41,False
T_6_87,137,35.0,5.0,2024-01-28,310.08,True
T_6_88,13,120.0,13.0,2024-10-08,291.93,True
T_6_89,83,111.0,13.0,2025-03-09,203.59,True
T_6_90,51,181.0,19.0,2024-08-23,461.8,True
