transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_10_1,3,194.0,18.0,2023-06-26,192.57,False
T_10_2,146,59.0,6.0,2023-05-29,441.11,False
T_10_3,7,144.0,,2023-11-05,260.64,True
T_10_4,32,111.0,10.0,2024-02-25,379.64,True
T_10_5,87,91.0,11.0,2023-05-27,203.2,False
T_10_6,12,61.0,9.0,2024-06-26,291.54,True
T_10_7,134,128.0,18.0,2023-10-21,293.46,True
T_10_8,37,65.0,,2023-07-20,335.5,False
T_10_9,43,100.0,6.0,2025-03-29,499.28,True
T_10_10,55,164.0,19.0,2024-09-06,178.0,False
T_10_11,92,144.0,5.0,2025-01-04,7.05,True
T_10_12,43,54.0,3.0,2023-08-03,57.05,False
T_10_13,19,169.0,11.0,2023-06-10,124.42,False
T_10_14,47,165.0,13.0,2024-07-27,446.84,False
T_10_15,121,55.0,2.0,2025-03-09,358.7,False
T_10_16,144,123.0,11.0,2024-10-15,207.68,False
T_10_17,35,45.0,6.0,2023-10-17,63.52,True
T_10_18,132,153.0,17.0,2023-10-01,455.61,False
T_10_19,116,26.0,12.0,2025-01-11,126.81,True
T_10_20,104,137.0,9.0,2024-05-27,494.41,False
T_10_21,146,18.0,1.0,2025-03-12,221.98,False
T_10_22,108,43.0,13.0,2024-02-14,307.93,False
T_10_23,43,103.0,12.0,2023-11-30,496.74,True
T_10_24,139,107.0,6.0,2023-10-06,210.41,False
T_10_25,57,196.0,13.0,2024-10-17,308.23,False
T_10_26,101,3.0,14.0,2024-02-09,196.04,True
T_10_27,130,45.0,17.0,2024-07-07,204.73,True
T_10_28,3,174.0,10.0,2023-12-29,139.51,True
T_10_29,129,139.0,18.0,2025-01-21,37.96,False
T_10_30,136,17.0,2.0,2023-07-04,50.94,False
T_10_31,122,107.0,18.0,2025-01-05,232.27,True
T_10_32,115,34.0,14.0,2024-07-20,434.54,True
T_10_33,103,120.0,12.0,2024-04-29,6.1,False
T_10_34,132,116.0,,2023-06-02,300.3,False
T_10_35,82,195.0,17.0,2023-11-04,467.01,False
T_10_36,134,76.0,14.0,2023-06-27,255.3,True
T_10_37,125,58.0,4.0,2025-03-14,407.62,False
T_10_38,64,106.0,14.0,2025-03-18,408.62,False
T_10_39,56,157.0,20.0,2023-06-03,465.57,True
T_10_40,125,60.0,12.0,2024-01-28,289.75,True
T_10_41,120,29.0,18.0,2024-05-10,168.77,True
T_10_42,111,100.0,15.0,2025-03-19,148.28,True
T_10_43,50,1.0,20.0,2023-09-15,,False
T_10_44,33,114.0,7.0,2025-02-14,63.14,False
T_10_45,12,148.0,8.0,2023-11-23,488.11,True
T_10_46,137,108.0,7.0,2024-10-12,293.75,True
T_10_47,49,87.0,3.0,2023-08-11,244.09,True
T_10_48,13,70.0,9.0,2023-08-06,475.8,True
T_10_49,116,184.0,20.0,2024-05-23,233.81,True
T_10_50,37,102.0,18.0,2024-02-04,493.3,True
T_10_51,67,78.0,8.0,2023-06-15,234.89,True
T_10_52,117,3.0,12.0,2025-05-06,176.57,True
T_10_53,65,60.0,11.0,2025-03-01,205.06,True
T_10_54,53,16.0,11.0,2024-04-24,400.5,False
T_10_55,17,29.0,1.0,2025-01-29,375.95,False
T_10_56,26,107.0,2.0,2023-09-19,221.18,False
T_10_57,104,73.0,6.0,2024-11-18,59.52,True
T_10_58,44,197.0,4.0,2023-06-18,250.15,False
T_10_59,76,50.0,11.0,2023-10-26,52.82,True
T_10_60,59,50.0,1.0,2025-04-07,73.28,False
T_10_61,28,176.0,11.0,2024-09-22,475.34,False
T_10_62,17,6.0,2.0,2023-10-21,475.2,False
T_10_63,85,136.0,7.0,2024-02-29,193.63,False
T_10_64,66,36.0,18.0,2024-09-03,94.21,True
T_10_65,18,82.0,1.0,2024-07-06,204.67,True
T_10_66,44,70.0,1.0,2024-10-10,16.44,True
T_10_67,36,141.0,5.0,2024-02-11,294.8,False
T_10_68,10,124.0,15.0,2025-02-20,267.31,False
T_10_69,51,2.0,4.0,2024-04-22,173.75,False
T_10_70,125,38.0,5.0,2023-05-23,97.38,False
T_10_71,11,19.0,13.0,2023-06-27,218.49,True
T_10_72,104,10.0,2.0,2024-04-29,378.84,False
T_10_73,20,165.0,2.0,2024-09-28,253.11,False
T_10_74,24,183.0,4.0,2024-11-21,39.42,True
T_10_75,132,176.0,12.0,2024-02-28,290.21,False
T_10_76,53,55.0,19.0,2024-08-20,272.69,False
T_10_77,12,188.0,4.0,2024-08-08,400.85,False
T_10_78,77,164.0,6.0,2024-04-11,135.42,True
T_10_79,131,97.0,2.0,2025-02-25,39.16,True
T_10_80,148,82.0,,2025-03-21,262.45,False
T_10_81,59,15.0,9.0,2025-02-08,364.44,False
T_10_82,11,144.0,1.0,2023-10-10,70.44,True
T_10_83,20,113.0,1.0,2025-01-23,486.62,False
T_10_84,118,21.0,16.0,2024-08-28,221.06,True
T_10_85,118,174.0,12.0,2023-09-16,207.69,True
T_10_86,100,30.0,2.0,2024-05-18,26.28,True
T_10_87,144,82.0,16.0,2025-03-03,297.88,False
T_10_88,120,30.0,14.0,2024-11-28,392.45,False
T_10_89,118,77.0,9.0,2023-05-14,240.48,True
T_10_90,63,17.0,3.0,2024-06-26,387.48,False
T_10_91,53,67.0,8.0,2024-10-12,58.54,True
T_10_92,94,138.0,13.0,2025-04-08,309.82,False
T_10_93,104,121.0,11.0,2025-03-12,49.83,True
T_10_94,76,143.0,13.0,2024-07-28,12.57,False
T_10_95,98,74.0,17.0,2023-11-27,20.94,True
T_10_96,75,82.0,18.0,2025-02-02,432.75,False
T_10_97,26,3.0,18.0,2024-12-15,366.49,True
T_10_98,79,114.0,18.0,2024-01-06,,True
T_10_99,72,33.0,12.0,2024-08-03,345.6,True
T_10_100,27,138.0,19.0,2025-04-28,56.29,True
T_10_101,117,166.0,15.0,2024-05-18,74.42,True
T_10_102,64,61.0,2.0,2025-02-22,184.9,False
T_10_103,105,186.0,18.0,2024-08-31,353.08,True
T_10_104,80,105.0,5.0,2024-10-15,195.21,False
T_10_105,101,172.0,8.0,2024-08-06,,False
T_10_106,80,189.0,2.0,2024-10-03,343.24,True
T_10_107,108,1.0,1.0,2024-03-27,458.31,True
T_10_108,76,136.0,18.0,2024-10-13,88.76,True
T_10_109,57,179.0,15.0,2024-09-27,171.97,True
T_10_110,11,194.0,12.0,2024-05-23,23.67,False
T_10_111,84,43.0,15.0,2023-11-18,194.91,True
T_10_112,29,119.0,3.0,2024-12-04,136.46,True
T_10_113,10,186.0,18.0,2024-02-23,30.94,False
T_10_114,92,176.0,13.0,2024-11-22,364.55,False
T_10_115,37,136.0,16.0,2024-02-16,61.03,False
T_10_116,31,111.0,7.0,2024-10-27,62.78,False
T_10_117,95,110.0,13.0,2024-09-22,391.93,True
T_10_118,126,47.0,9.0,2024-06-06,235.07,False
T_10_119,66,10.0,11.0,2024-08-05,83.34,True
T_10_120,127,196.0,1.0,2025-01-16,466.72,True
T_10_121,53,174.0,9.0,2024-04-23,56.82,False
T_10_122,119,3.0,10.0,2023-10-16,468.5,True
T_10_123,44,102.0,7.0,2023-06-02,361.61,True
T_10_124,132,3.0,20.0,2024-07-24,93.4,True
T_10_125,11,112.0,11.0,2024-06-04,318.96,True
T_10_126,18,164.0,14.0,2024-12-05,255.29,True
T_10_127,61,117.0,2.0,2024-04-07,91.25,True
T_10_128,75,58.0,5.0,2024-08-21,258.07,False
T_10_129,3,29.0,8.0,2023-08-10,239.19,False
T_10_130,137,27.0,14.0,2024-02-03,359.89,True
T_10_131,105,170.0,9.0,2023-10-16,58.57,True
T_10_132,148,20.0,17.0,2024-11-14,161.73,True
T_10_133,8,114.0,17.0,2025-02-12,67.4,False
T_10_134,132,144.0,12.0,2023-08-24,413.99,False
T_10_135,32,145.0,8.0,2025-03-27,,False
T_10_136,108,135.0,2.0,2023-10-02,59.82,False
T_10_137,7,142.0,19.0,2025-04-09,156.4,True
T_10_138,99,106.0,18.0,2025-01-10,348.12,True
T_10_139,62,36.0,15.0,2025-04-09,384.48,False
T_10_140,61,60.0,19.0,2023-05-10,485.63,False
T_10_141,107,187.0,4.0,2024-09-12,396.54,True
T_10_142,120,85.0,15.0,2024-08-30,309.01,False
T_10_143,40,115.0,2.0,2023-07-05,399.17,True
T_10_144,87,37.0,1.0,2024-01-05,277.14,False
T_10_145,144,5.0,1.0,2024-11-01,218.01,True
T_10_146,64,158.0,7.0,2024-06-24,473.17,True
T_10_147,68,111.0,20.0,2025-04-25,91.74,True
T_10_148,61,196.0,1.0,2024-10-08,6.15,True
T_10_149,33,53.0,16.0,2023-11-26,15.77,False
T_10_150,137,161.0,8.0,2024-07-28,129.65,False
T_10_151,143,141.0,4.0,2023-11-27,490.89,False
T_10_152,33,98.0,1.0,2023-08-07,103.0,False
T_10_153,141,156.0,16.0,2024-09-16,271.16,False
T_10_154,135,81.0,4.0,2023-06-20,230.32,True
T_10_155,15,71.0,13.0,2025-03-10,106.9,True
T_10_156,33,,8.0,2024-03-30,474.49,True
T_10_157,62,125.0,,2024-07-30,301.0,False
T_10_158,57,156.0,9.0,2025-04-17,498.71,False
T_10_159,90,43.0,16.0,2024-03-06,145.09,False
T_10_160,49,151.0,10.0,2025-02-12,86.47,True
T_10_161,71,147.0,12.0,2023-12-04,467.04,False
T_10_162,149,4.0,15.0,2023-10-29,205.28,False
T_10_163,98,159.0,14.0,2023-12-23,262.24,False
T_10_164,45,11.0,5.0,2023-12-17,256.56,False
T_10_165,63,122.0,10.0,2024-12-09,452.16,True
T_10_166,1,133.0,20.0,2023-05-13,488.99,False
T_10_167,87,163.0,9.0,2025-02-22,202.45,False
T_10_168,73,133.0,12.0,2024-09-04,397.75,True
