transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_12_1,89,142.0,1.0,2025-01-09,221.2,True
T_12_2,46,104.0,12.0,2023-07-29,240.69,False
T_12_3,44,91.0,2.0,2023-11-25,398.12,False
T_12_4,34,188.0,,2024-04-18,127.73,True
T_12_5,134,157.0,20.0,2025-04-16,291.59,False
T_12_6,4,105.0,19.0,2024-09-09,185.22,True
T_12_7,48,4.0,9.0,2023-09-30,72.17,True
T_12_8,1,151.0,15.0,2023-06-02,243.66,True
T_12_9,15,,13.0,2024-04-02,81.11,True
T_12_10,140,178.0,2.0,2024-07-11,404.61,False
T_12_11,53,39.0,6.0,2023-12-14,251.11,False
T_12_12,135,43.0,15.0,2024-06-11,271.86,False
T_12_13,109,83.0,12.0,2023-08-04,468.55,False
T_12_14,92,102.0,14.0,2024-01-23,87.18,False
T_12_15,109,30.0,14.0,2024-12-12,208.62,False
T_12_16,29,28.0,1.0,2024-03-31,94.24,True
T_12_17,119,146.0,,2023-08-29,76.44,True
T_12_18,8,1.0,9.0,2025-01-15,184.82,False
T_12_19,65,107.0,20.0,2023-12-18,233.56,False
T_12_20,128,14.0,11.0,2023-10-31,234.72,True
T_12_21,76,75.0,11.0,2024-11-06,9.38,True
T_12_22,8,73.0,7.0,2025-04-11,243.83,True
T_12_23,87,77.0,15.0,2024-10-05,15.97,False
T_12_24,18,194.0,12.0,2023-08-10,184.88,False
T_12_25,140,181.0,1.0,2024-04-24,146.68,False
T_12_26,66,179.0,9.0,2024-10-22,252.95,False
T_12_27,105,118.0,14.0,2024-03-20,80.1,False
T_12_28,7,126.0,8.0,2024-10-19,401.79,False
T_12_29,89,47.0,5.0,2023-07-30,234.71,False
T_12_30,33,40.0,,2025-01-20,53.48,False
T_12_31,16,182.0,9.0,2023-05-29,364.98,True
T_12_32,64,60.0,2.0,2024-11-19,275.66,True
T_12_33,19,18.0,4.0,2024-11-27,220.96,True
T_12_34,64,91.0,5.0,2024-03-28,32.18,True
T_12_35,56,59.0,10.0,2024-10-13,110.21,False
T_12_36,150,159.0,14.0,2024-06-21,465.98,True
T_12_37,109,165.0,10.0,2025-04-19,146.75,True
T_12_38,102,70.0,9.0,2024-06-02,427.96,True
T_12_39,56,173.0,17.0,2024-09-21,100.01,False
T_12_40,149,77.0,10.0,2024-03-01,243.97,True
T_12_41,35,173.0,2.0,2023-07-06,482.1,False
T_12_42,33,94.0,2.0,2025-05-05,236.64,True
T_12_43,93,180.0,5.0,2024-04-18,42.18,True
T_12_44,25,88.0,16.0,2023-10-19,349.73,True
T_12_45,142,16.0,18.0,2024-08-10,220.63,False
T_12_46,23,154.0,8.0,2024-06-01,330.17,True
T_12_47,39,82.0,1.0,2023-12-05,293.3,True
T_12_48,41,40.0,5.0,2023-08-02,287.62,True
T_12_49,93,4.0,6.0,2024-03-11,426.55,True
T_12_50,145,42.0,14.0,2023-10-02,318.83,True
T_12_51,119,54.0,15.0,2025-01-25,187.33,False
T_12_52,57,73.0,19.0,2023-12-18,7.59,False
T_12_53,107,156.0,20.0,2023-11-07,239.27,False
T_12_54,146,138.0,14.0,2024-11-30,492.46,False
T_12_55,101,32.0,13.0,2023-10-10,435.07,False
T_12_56,17,133.0,15.0,2024-07-30,222.75,True
T_12_57,86,143.0,13.0,2024-10-23,381.2,True
T_12_58,125,51.0,13.0,2024-02-10,233.57,False
T_12_59,58,13.0,13.0,2025-05-07,375.91,False
T_12_60,147,109.0,10.0,2025-05-04,308.56,False
T_12_61,93,49.0,9.0,2024-11-20,497.77,False
T_12_62,145,49.0,12.0,2025-01-09,148.45,False
T_12_63,55,36.0,17.0,2024-01-30,119.63,False
T_12_64,72,200.0,5.0,2024-02-02,409.47,True
T_12_65,91,28.0,,2025-03-01,400.72,True
T_12_66,117,88.0,13.0,2024-07-05,85.8,False
T_12_67,144,,18.0,2024-04-07,147.08,True
T_12_68,99,52.0,6.0,2024-10-13,240.17,False
T_12_69,141,68.0,3.0,2023-12-18,45.86,True
T_12_70,145,36.0,,2024-05-21,65.71,False
T_12_71,47,153.0,12.0,2023-11-06,406.06,False
T_12_72,43,172.0,9.0,2025-03-30,440.42,False
T_12_73,13,5.0,13.0,2023-10-21,269.13,False
T_12_74,96,24.0,5.0,2023-07-15,254.3,False
T_12_75,137,55.0,17.0,2025-02-27,401.16,False
T_12_76,69,23.0,7.0,2024-01-20,23.17,True
T_12_77,116,102.0,14.0,2024-07-31,315.05,True
T_12_78,51,108.0,2.0,2025-04-23,111.23,True
T_12_79,15,126.0,4.0,2024-08-31,261.87,True
T_12_80,89,97.0,7.0,2023-09-08,69.31,True
T_12_81,115,9.0,14.0,2024-09-07,153.39,True
T_12_82,13,120.0,6.0,2023-06-25,163.28,False
T_12_83,58,43.0,3.0,2024-07-05,222.6,False
T_12_84,140,125.0,15.0,2024-04-09,238.94,True
T_12_85,28,176.0,18.0,2024-06-16,119.75,False
T_12_86,127,47.0,15.0,2024-08-27,406.45,True
T_12_87,40,173.0,10.0,2024-04-09,287.94,False
T_12_88,114,77.0,20.0,2025-01-15,462.55,True
T_12_89,109,4.0,7.0,2025-04-19,307.5,True
T_12_90,143,143.0,1.0,2024-02-21,,True
T_12_91,113,126.0,5.0,2024-06-11,421.3,True
T_12_92,136,192.0,13.0,2023-10-27,155.24,True
T_12_93,41,130.0,16.0,2023-10-25,426.56,True
T_12_94,25,101.0,11.0,2024-11-21,423.51,True
T_12_95,66,30.0,12.0,2025-01-31,227.04,True
T_12_96,19,160.0,20.0,2025-03-30,418.49,True
T_12_97,45,136.0,17.0,2024-03-02,473.48,False
T_12_98,15,54.0,7.0,2023-05-22,424.97,False
T_12_99,101,45.0,15.0,2023-09-12,39.82,False
T_12_100,122,194.0,10.0,2023-06-05,282.37,False
T_12_101,120,61.0,13.0,2024-07-20,372.12,True
T_12_102,103,129.0,4.0,2023-08-11,192.27,False
T_12_103,147,65.0,19.0,2024-06-22,5.58,True
T_12_104,4,151.0,14.0,2023-10-05,62.01,True
T_12_105,15,72.0,11.0,2024-09-01,306.66,True
T_12_106,39,34.0,7.0,2023-08-06,394.95,True
T_12_107,20,55.0,4.0,2024-08-27,312.2,True
T_12_108,15,30.0,8.0,2024-06-30,493.68,False
T_12_109,47,55.0,10.0,2023-07-30,410.2,False
