transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_9_1,127,189.0,1.0,2024-12-09,385.04,True
T_9_2,116,178.0,10.0,2024-12-09,237.73,True
T_9_3,113,133.0,13.0,2024-12-28,153.89,False
T_9_4,145,193.0,6.0,2024-09-05,276.89,False
T_9_5,9,13.0,7.0,2025-01-28,140.28,False
T_9_6,133,105.0,7.0,2023-10-24,127.73,False
T_9_7,106,183.0,4.0,2024-07-21,137.75,True
T_9_8,24,16.0,3.0,2024-12-23,73.99,False
T_9_9,97,86.0,19.0,2025-03-15,454.33,False
T_9_10,69,32.0,15.0,2024-07-05,,False
T_9_11,35,28.0,15.0,2024-06-15,393.23,True
T_9_12,130,24.0,4.0,2024-03-19,46.86,True
T_9_13,45,55.0,15.0,2024-03-29,482.86,True
T_9_14,120,21.0,20.0,2024-04-26,63.81,False
T_9_15,97,85.0,5.0,2024-07-25,130.4,True
T_9_16,144,53.0,13.0,2024-07-20,232.08,False
T_9_17,3,63.0,10.0,2024-12-15,121.98,False
T_9_18,97,186.0,9.0,2023-05-28,302.47,True
T_9_19,76,132.0,18.0,2024-07-02,412.19,False
T_9_20,2,33.0,9.0,2023-10-21,35.11,False
T_9_21,45,13.0,2.0,2025-05-07,126.22,False
T_9_22,92,39.0,12.0,2024-11-30,34.67,False
T_9_23,82,71.0,12.0,2023-07-22,453.56,True
T_9_24,91,49.0,3.0,2023-08-23,125.57,True
T_9_25,62,95.0,10.0,2025-02-11,79.84,False
T_9_26,8,129.0,13.0,2024-03-16,312.48,True
T_9_27,54,49.0,13.0,2023-09-04,460.29,True
T_9_28,96,125.0,1.0,2024-11-18,382.48,True
T_9_29,107,28.0,3.0,2025-01-10,452.0,True
T_9_30,145,13.0,17.0,2024-03-02,256.28,False
T_9_31,3,41.0,18.0,2023-09-05,131.7,False
T_9_32,24,20.0,18.0,2023-10-25,,True
T_9_33,90,88.0,15.0,2023-10-20,92.35,False
T_9_34,3,136.0,12.0,2024-10-27,451.36,False
T_9_35,47,167.0,14.0,2023-12-10,179.85,True
T_9_36,122,160.0,4.0,2024-05-19,22.25,True
T_9_37,26,188.0,14.0,2024-11-16,415.66,True
T_9_38,63,128.0,16.0,2025-04-19,42.67,False
T_9_39,17,85.0,4.0,2023-10-11,182.12,False
T_9_40,13,151.0,13.0,2023-09-07,187.34,True
T_9_41,32,21.0,17.0,2024-08-11,389.58,True
T_9_42,37,,5.0,2024-04-09,349.14,False
T_9_43,105,43.0,10.0,2024-01-10,475.36,True
T_9_44,81,15.0,6.0,2024-08-05,499.28,True
T_9_45,65,99.0,17.0,2023-08-28,213.66,False
T_9_46,144,169.0,6.0,2023-10-12,487.77,False
T_9_47,92,32.0,7.0,2024-08-22,251.23,True
T_9_48,142,31.0,13.0,2025-03-14,38.92,False
T_9_49,134,176.0,5.0,2024-07-21,211.19,False
T_9_50,38,58.0,7.0,2023-08-17,91.19,True
T_9_51,30,62.0,7.0,2025-03-07,52.16,False
T_9_52,91,92.0,3.0,2023-07-25,304.47,False
T_9_53,20,42.0,15.0,2024-02-03,229.51,True
T_9_54,60,151.0,10.0,2024-05-25,196.5,False
T_9_55,96,123.0,4.0,2023-05-26,309.35,True
T_9_56,54,38.0,15.0,2023-12-05,370.1,True
T_9_57,121,107.0,20.0,2024-02-03,149.89,False
T_9_58,124,189.0,1.0,2025-01-14,446.73,True
T_9_59,9,188.0,9.0,2023-10-08,193.7,False
T_9_60,61,10.0,9.0,2024-11-18,339.76,True
T_9_61,130,153.0,2.0,2024-11-03,255.49,True
T_9_62,51,94.0,16.0,2024-09-12,372.46,True
T_9_63,9,113.0,13.0,2024-08-28,186.77,True
T_9_64,22,17.0,2.0,2024-02-05,,True
T_9_65,121,99.0,1.0,2023-09-19,202.32,False
T_9_66,105,22.0,14.0,2025-02-18,456.85,False
T_9_67,65,79.0,15.0,2025-02-09,333.91,False
T_9_68,72,63.0,10.0,2025-04-16,393.92,False
T_9_69,12,68.0,13.0,2023-09-22,171.93,True
T_9_70,109,77.0,16.0,2024-09-27,331.23,False
T_9_71,68,21.0,2.0,2024-04-30,206.15,False
T_9_72,22,176.0,6.0,2024-11-23,488.39,True
T_9_73,75,2.0,3.0,2024-05-16,362.13,True
T_9_74,127,66.0,11.0,2023-11-25,213.04,True
T_9_75,136,63.0,18.0,2023-07-09,142.15,False
T_9_76,120,25.0,8.0,2023-12-20,191.51,True
T_9_77,117,12.0,6.0,2024-03-31,475.02,True
T_9_78,109,174.0,15.0,2025-02-07,398.75,False
T_9_79,67,190.0,11.0,2025-03-10,446.15,True
T_9_80,141,70.0,12.0,2024-02-19,380.26,True
T_9_81,50,152.0,3.0,2023-11-15,465.52,True
T_9_82,56,87.0,7.0,2025-04-05,,False
T_9_83,149,190.0,13.0,2024-05-19,421.14,False
T_9_84,60,2.0,8.0,2024-06-17,341.02,False
T_9_85,18,130.0,3.0,2024-07-01,83.46,True
T_9_86,53,151.0,16.0,2024-01-23,67.6,True
T_9_87,120,108.0,8.0,2024-04-05,239.9,False
T_9_88,121,149.0,15.0,2023-08-06,38.45,False
T_9_89,106,175.0,9.0,2023-09-09,361.54,True
T_9_90,108,16.0,2.0,2024-05-26,209.23,True
T_9_91,105,81.0,12.0,2023-06-14,193.28,False
T_9_92,88,101.0,12.0,2024-02-15,456.14,True
T_9_93,71,35.0,14.0,2024-11-22,156.57,False
T_9_94,18,133.0,15.0,2025-01-15,457.82,True
T_9_95,118,194.0,14.0,2024-10-13,322.73,False
T_9_96,34,28.0,6.0,2024-10-27,128.23,True
T_9_97,36,70.0,7.0,2023-11-20,96.88,False
T_9_98,21,146.0,4.0,2023-12-19,314.32,True
T_9_99,82,64.0,,2023-11-17,158.67,False
T_9_100,89,48.0,10.0,2023-11-06,479.22,True
T_9_101,128,45.0,9.0,2023-12-09,457.67,True
T_9_102,111,156.0,11.0,2024-07-14,57.22,False
T_9_103,20,69.0,20.0,2024-09-13,158.8,True
T_9_104,57,14.0,20.0,2024-02-24,109.78,False
T_9_105,53,189.0,13.0,2023-07-09,220.23,False
T_9_106,114,196.0,20.0,2024-08-25,411.33,False
T_9_107,146,16.0,9.0,2023-06-17,73.06,True
T_9_108,110,14.0,19.0,2024-03-16,332.46,False
T_9_109,61,65.0,5.0,2025-01-02,63.77,True
T_9_110,6,196.0,17.0,2024-02-10,468.48,False
T_9_111,150,153.0,5.0,2024-12-18,272.0,False
T_9_112,64,16.0,20.0,2024-04-20,437.87,True
T_9_113,70,194.0,,2024-02-17,494.52,True
T_9_114,109,178.0,18.0,2024-10-30,127.0,True
T_9_115,61,36.0,2.0,2024-03-04,,False
T_9_116,70,168.0,2.0,2024-03-22,44.42,True
T_9_117,33,150.0,16.0,2025-05-08,427.54,True
T_9_118,124,174.0,3.0,2024-10-22,361.84,False
T_9_119,83,73.0,10.0,2024-08-07,137.6,True
T_9_120,65,5.0,8.0,2023-05-23,220.67,False
T_9_121,97,46.0,1.0,2023-12-11,252.38,False
T_9_122,78,152.0,3.0,2024-05-05,431.67,True
T_9_123,124,162.0,15.0,2024-09-11,46.71,False
T_9_124,132,199.0,9.0,2023-05-23,498.43,False
T_9_125,119,106.0,6.0,2023-12-24,408.85,True
T_9_126,11,154.0,8.0,2024-08-04,234.76,False
T_9_127,19,110.0,17.0,2024-09-08,251.17,False
T_9_128,11,79.0,17.0,2024-08-15,336.05,True
T_9_129,11,128.0,17.0,2024-05-14,304.81,True
T_9_130,80,198.0,4.0,2024-08-31,134.26,True
T_9_131,81,188.0,19.0,2024-05-04,420.97,True
T_9_132,7,26.0,1.0,2024-07-03,303.19,True
T_9_133,53,64.0,17.0,2024-08-06,311.0,False
T_9_134,61,118.0,7.0,2023-12-12,,True
