transaction_id,pharmacy_id,drug_id,quantity_sold,sale_date,total_amount,promotion_applied_flag
T_11_1,23,170.0,,2025-03-20,109.19,False
T_11_2,23,199.0,6.0,2024-12-14,402.43,True
T_11_3,89,103.0,11.0,2024-01-13,474.46,False
T_11_4,104,199.0,4.0,2024-10-08,65.19,False
T_11_5,36,175.0,10.0,2024-03-22,456.0,False
T_11_6,144,126.0,1.0,2023-07-11,440.56,False
T_11_7,144,32.0,3.0,2025-04-15,443.19,False
T_11_8,48,97.0,3.0,2023-08-23,305.38,True
T_11_9,148,99.0,15.0,2024-03-17,20.46,False
T_11_10,77,23.0,13.0,2023-09-11,489.25,True
T_11_11,37,155.0,1.0,2025-02-21,172.63,True
T_11_12,112,172.0,12.0,2024-06-22,43.34,False
T_11_13,82,49.0,15.0,2024-12-24,322.46,True
T_11_14,64,170.0,13.0,2023-11-16,342.51,False
T_11_15,121,99.0,10.0,2023-10-20,284.86,True
T_11_16,20,9.0,17.0,2023-06-13,467.75,False
T_11_17,101,57.0,1.0,2024-09-16,484.17,True
T_11_18,117,18.0,1.0,2025-05-01,228.31,False
T_11_19,29,74.0,10.0,2024-06-19,74.47,False
T_11_20,18,103.0,10.0,2023-10-22,84.3,True
T_11_21,22,184.0,11.0,2023-09-09,451.58,False
T_11_22,39,91.0,12.0,2024-05-24,69.97,False
T_11_23,101,124.0,16.0,2023-10-29,209.96,True
T_11_24,97,129.0,3.0,2025-04-23,213.1,True
T_11_25,144,166.0,12.0,2025-03-17,257.94,False
T_11_26,128,197.0,9.0,2024-07-31,256.85,True
T_11_27,23,149.0,14.0,2024-06-24,36.39,False
T_11_28,117,24.0,4.0,2025-03-02,77.13,False
T_11_29,65,175.0,9.0,2023-11-21,208.27,False
T_11_30,105,39.0,4.0,2023-12-25,251.98,True
T_11_31,97,19.0,14.0,2024-12-26,47.61,True
T_11_32,136,129.0,7.0,2024-02-03,413.43,True
T_11_33,98,195.0,19.0,2024-05-22,483.0,True
T_11_34,39,64.0,13.0,2025-01-30,458.73,False
T_11_35,80,112.0,,2023-09-25,150.56,False
T_11_36,143,98.0,3.0,2023-11-20,72.23,True
T_11_37,96,93.0,12.0,2023-11-12,412.68,False
T_11_38,64,129.0,16.0,2024-12-24,178.23,True
T_11_39,39,80.0,17.0,2025-01-10,188.92,False
T_11_40,33,179.0,5.0,2024-04-16,185.2,True
T_11_41,148,167.0,10.0,2024-02-15,146.42,False
T_11_42,41,89.0,18.0,2025-04-07,146.77,True
T_11_43,121,172.0,3.0,2023-05-23,413.24,False
T_11_44,52,180.0,2.0,2024-08-06,184.0,True
T_11_45,147,124.0,15.0,2023-10-10,68.79,True
T_11_46,125,188.0,17.0,2023-06-24,312.87,True
T_11_47,139,71.0,2.0,2025-03-16,324.95,True
T_11_48,50,62.0,10.0,2025-02-20,299.77,True
T_11_49,79,165.0,16.0,2024-06-14,484.24,True
T_11_50,108,99.0,12.0,2023-09-12,178.67,False
T_11_51,86,193.0,13.0,2023-07-09,243.18,True
T_11_52,98,59.0,5.0,2024-08-29,412.72,True
T_11_53,101,120.0,4.0,2023-11-29,140.01,True
T_11_54,66,158.0,7.0,2024-03-06,496.68,True
T_11_55,106,173.0,15.0,2023-07-05,9.03,False
T_11_56,62,152.0,11.0,2025-03-25,214.03,False
T_11_57,119,175.0,5.0,2024-02-14,245.08,False
T_11_58,12,154.0,4.0,2023-05-28,350.93,False
T_11_59,149,146.0,14.0,2024-07-06,72.38,False
T_11_60,41,93.0,13.0,2024-11-18,149.79,True
T_11_61,123,75.0,9.0,2023-05-15,126.58,False
T_11_62,125,142.0,9.0,2024-09-16,11.56,False
T_11_63,33,83.0,15.0,2024-02-27,364.95,False
T_11_64,144,17.0,4.0,2023-06-13,384.56,True
T_11_65,60,192.0,10.0,2024-11-14,92.6,False
T_11_66,24,187.0,12.0,2024-06-07,435.94,True
T_11_67,78,35.0,14.0,2025-02-01,18.01,False
T_11_68,143,170.0,2.0,2023-08-04,164.1,False
T_11_69,143,45.0,17.0,2023-10-12,141.93,False
T_11_70,143,127.0,11.0,2024-04-15,268.24,True
T_11_71,5,49.0,7.0,2023-07-16,195.45,True
T_11_72,42,157.0,19.0,2025-01-27,37.13,True
T_11_73,150,5.0,18.0,2025-04-06,219.14,True
T_11_74,139,175.0,15.0,2025-01-28,427.93,True
T_11_75,118,6.0,3.0,2025-01-04,22.94,True
T_11_76,53,181.0,1.0,2023-10-02,221.7,False
T_11_77,105,165.0,18.0,2025-02-06,277.62,False
T_11_78,13,29.0,11.0,2025-01-25,407.34,False
T_11_79,120,51.0,13.0,2023-06-22,461.44,True
T_11_80,21,,14.0,2024-08-31,265.79,False
T_11_81,47,141.0,13.0,2024-05-10,415.14,False
T_11_82,52,133.0,14.0,2023-05-14,170.2,False
T_11_83,33,24.0,12.0,2024-10-04,115.32,False
T_11_84,146,96.0,9.0,2025-01-02,48.08,False
T_11_85,89,35.0,17.0,2023-09-30,131.67,False
T_11_86,20,192.0,,2023-10-24,144.93,False
T_11_87,89,195.0,10.0,2023-05-16,90.69,False
T_11_88,128,157.0,15.0,2024-11-23,194.66,False
T_11_89,30,46.0,5.0,2023-05-29,287.72,False
T_11_90,109,110.0,11.0,2023-11-06,150.56,False
T_11_91,56,3.0,10.0,2023-07-22,400.11,False
T_11_92,29,48.0,8.0,2024-12-23,253.5,True
T_11_93,75,178.0,3.0,2024-08-17,93.5,True
T_11_94,113,33.0,7.0,2023-07-04,348.49,False
T_11_95,108,97.0,18.0,2024-10-17,252.49,True
T_11_96,127,66.0,12.0,2023-10-28,131.85,True
T_11_97,60,133.0,2.0,2024-05-18,133.7,False
T_11_98,17,137.0,3.0,2024-07-07,326.1,False
T_11_99,5,178.0,11.0,2023-07-29,343.82,True
T_11_100,106,99.0,2.0,2024-06-21,229.64,True
T_11_101,80,56.0,7.0,2025-05-04,470.18,False
T_11_102,104,130.0,16.0,2024-07-29,258.56,True
T_11_103,74,121.0,10.0,2024-07-14,282.71,True
T_11_104,124,143.0,10.0,2024-09-23,468.39,True
